epoch,time,duration,event
277.0,00:40:14,1.0,PLM - Periodic - 1
278.0,00:40:27,30.0,Sleep_stage_N2
278.0,00:40:54,1.0,PLM - Periodic - 1
279.0,00:40:57,30.0,Sleep_stage_N2
279.0,00:41:02,1.0,PLM - Periodic - 1
280.0,00:41:27,30.0,Sleep_stage_N2
280.0,00:41:35,3.3,PLM - Periodic - 1
280.0,00:41:56,2.295,PLM - Periodic - 1
281.0,00:41:57,30.0,Sleep_stage_N2
282.0,00:42:27,30.0,Sleep_stage_N2
282.0,00:42:46,0.8,PLM - Periodic - 1
283.0,00:42:57,30.0,Sleep_stage_N2
283.0,00:43:19,1.0,PLM - Periodic - 1
284.0,00:43:27,30.0,Sleep_stage_N2
284.0,00:43:50,2.7,PLM - Periodic - 1
285.0,00:43:57,30.0,Sleep_stage_N2
285.0,00:44:08,1.8,PLM - Periodic - 1
285.0,00:44:22,2.0,PLM - Periodic - 1
286.0,00:44:27,30.0,Sleep_stage_N2
286.0,00:44:50,1.0,PLM - Periodic - 1
287.0,00:44:57,30.0,Sleep_stage_N2
287.0,00:45:03,5.0,PLM - Periodic - 1
287.0,00:45:23,0.7,PLM - Periodic - 1
288.0,00:45:27,30.0,Sleep_stage_N2
288.0,00:45:34,2.0,PLM - Periodic - 1
288.0,00:45:54,4.5,PLM - Periodic - 1
289.0,00:45:57,30.0,Sleep_stage_N2
289.0,00:46:07,3.8,PLM - Periodic - 1
290.0,00:46:27,30.0,Sleep_stage_W
290.0,00:46:37,4.8,PLM - Periodic - 1
291.0,00:46:57,30.0,Sleep_stage_W
291.0,00:47:06,0.005,Position - Supine - 1
292.0,00:47:27,30.0,Sleep_stage_W
292.0,00:47:29,2.7,PLM - Periodic - 1
292.0,00:47:56,1.5,PLM - Periodic - 1
293.0,00:47:57,30.0,Sleep_stage_W
293.0,00:48:17,1.8,PLM - Periodic - 1
294.0,00:48:27,30.0,Sleep_stage_N1
294.0,00:48:51,0.3,PLM - Periodic - 1
295.0,00:48:57,30.0,Sleep_stage_N1
296.0,00:49:27,30.0,Sleep_stage_N1
297.0,00:49:57,30.0,Sleep_stage_N1
298.0,00:50:27,30.0,Sleep_stage_N1
298.0,00:50:34,3.8,PLM - Periodic - 1
299.0,00:50:57,30.0,Sleep_stage_N1
300.0,00:51:27,30.0,Sleep_stage_N1
300.0,00:51:32,24.2,RespEvent - RERA - 6
301.0,00:51:57,30.0,Sleep_stage_N1
301.0,00:52:11,23.0,RespEvent - Hypopnea - 4
302.0,00:52:27,30.0,Sleep_stage_N1
302.0,00:52:52,21.5,RespEvent - Hypopnea - 4
303.0,00:52:57,30.0,Sleep_stage_N1
304.0,00:53:27,30.0,Sleep_stage_N1
304.0,00:53:32,34.4,RespEvent - Hypopnea - 4
305.0,00:53:57,30.0,Sleep_stage_N1
305.0,00:54:15,31.5,RespEvent - Hypopnea - 4
306.0,00:54:27,30.0,Sleep_stage_N1
307.0,00:54:57,30.0,Sleep_stage_N1
307.0,00:55:06,33.7,RespEvent - Hypopnea - 4
308.0,00:55:27,30.0,Sleep_stage_N1
309.0,00:55:57,30.0,Sleep_stage_N1
309.0,00:56:10,22.2,RespEvent - RERA - 6
310.0,00:56:27,30.0,Sleep_stage_N1
310.0,00:56:45,26.9,RespEvent - RERA - 6
311.0,00:56:57,30.0,Sleep_stage_N1
312.0,00:57:27,30.0,Sleep_stage_N1
312.0,00:57:35,23.2,RespEvent - ObstructiveApnea - 1
313.0,00:57:57,30.0,Sleep_stage_N1
313.0,00:58:09,45.9,RespEvent - Hypopnea - 4
314.0,00:58:27,30.0,Sleep_stage_N1
315.0,00:58:57,30.0,Sleep_stage_N2
315.0,00:59:15,20.5,RespEvent - RERA - 6
316.0,00:59:27,30.0,Sleep_stage_N1
316.0,00:59:46,22.2,RespEvent - RERA - 6
317.0,00:59:57,30.0,Sleep_stage_N2
318.0,01:00:27,30.0,Sleep_stage_N2
318.0,01:00:38,23.4,RespEvent - ObstructiveApnea - 1
319.0,01:00:57,30.0,Sleep_stage_N2
319.0,01:01:17,29.7,RespEvent - Hypopnea - 4
320.0,01:01:27,30.0,Sleep_stage_N2
321.0,01:01:57,30.0,Sleep_stage_N2
321.0,01:02:06,29.2,RespEvent - ObstructiveApnea - 1
322.0,01:02:27,30.0,Sleep_stage_N2
322.0,01:02:56,44.9,RespEvent - Hypopnea - 4
323.0,01:02:57,30.0,Sleep_stage_N2
324.0,01:03:27,30.0,Sleep_stage_N2
325.0,01:03:57,30.0,Sleep_stage_N2
325.0,01:04:07,19.895,RespEvent - ObstructiveApnea - 1
326.0,01:04:27,30.0,Sleep_stage_N1
326.0,01:04:44,21.0,RespEvent - RERA - 6
327.0,01:04:57,30.0,Sleep_stage_N2
328.0,01:05:27,30.0,Sleep_stage_N2
328.0,01:05:28,34.9,RespEvent - RERA - 6
329.0,01:05:57,30.0,Sleep_stage_N2
329.0,01:06:16,28.7,RespEvent - Hypopnea - 4
330.0,01:06:27,30.0,Sleep_stage_N2
331.0,01:06:57,30.0,Sleep_stage_N1
331.0,01:07:04,34.5,RespEvent - Hypopnea - 4
332.0,01:07:27,30.0,Sleep_stage_N2
332.0,01:07:50,30.7,RespEvent - Hypopnea - 4
333.0,01:07:57,30.0,Sleep_stage_N1
334.0,01:08:27,30.0,Sleep_stage_N1
335.0,01:08:57,30.0,Sleep_stage_N1
335.0,01:09:06,0.3,PLM - Periodic - 1
335.0,01:09:18,3.5,PLM - Periodic - 1
336.0,01:09:27,30.0,Sleep_stage_N1
336.0,01:09:43,16.2,RespEvent - ObstructiveApnea - 1
337.0,01:09:57,30.0,Sleep_stage_N1
337.0,01:10:17,11.0,RespEvent - ObstructiveApnea - 1
338.0,01:10:27,30.0,Sleep_stage_N1
338.0,01:10:49,21.0,RespEvent - ObstructiveApnea - 1
339.0,01:10:57,30.0,Sleep_stage_N1
340.0,01:11:27,30.0,Sleep_stage_N1
340.0,01:11:32,21.7,RespEvent - RERA - 6
341.0,01:11:57,30.0,Sleep_stage_N1
341.0,01:12:21,21.7,RespEvent - RERA - 6
342.0,01:12:27,30.0,Sleep_stage_N2
343.0,01:12:57,30.0,Sleep_stage_N1
343.0,01:13:14,11.5,RespEvent - ObstructiveApnea - 1
344.0,01:13:27,30.0,Sleep_stage_N2
344.0,01:13:32,13.2,RespEvent - ObstructiveApnea - 1
345.0,01:13:57,30.0,Sleep_stage_N1
345.0,01:14:04,22.0,RespEvent - ObstructiveApnea - 1
346.0,01:14:27,30.0,Sleep_stage_N1
346.0,01:14:43,22.5,RespEvent - ObstructiveApnea - 1
347.0,01:14:57,30.0,Sleep_stage_W
347.0,01:15:15,0.005,Position - Left - 1
348.0,01:15:27,30.0,Sleep_stage_N1
349.0,01:15:57,30.0,Sleep_stage_N1
350.0,01:16:27,30.0,Sleep_stage_N2
351.0,01:16:57,30.0,Sleep_stage_N2
352.0,01:17:27,30.0,Sleep_stage_R
353.0,01:17:57,30.0,Sleep_stage_R
354.0,01:18:27,30.0,Sleep_stage_R
355.0,01:18:57,30.0,Sleep_stage_R
356.0,01:19:27,30.0,Sleep_stage_R
357.0,01:19:57,30.0,Sleep_stage_R
358.0,01:20:27,30.0,Sleep_stage_R
358.0,01:20:56,26.9,RespEvent - RERA - 6
359.0,01:20:57,30.0,Sleep_stage_R
360.0,01:21:27,30.0,Sleep_stage_R
361.0,01:21:57,30.0,Sleep_stage_R
361.0,01:22:00,37.4,RespEvent - RERA - 6
362.0,01:22:27,30.0,Sleep_stage_R
363.0,01:22:57,30.0,Sleep_stage_R
364.0,01:23:27,30.0,Sleep_stage_R
364.0,01:23:27,13.5,RespEvent - CentralApnea - 2
365.0,01:23:57,30.0,Sleep_stage_R
366.0,01:24:27,30.0,Sleep_stage_R
367.0,01:24:57,30.0,Sleep_stage_R
368.0,01:25:27,30.0,Sleep_stage_R
368.0,01:25:35,13.2,RespEvent - CentralApnea - 2
369.0,01:25:57,30.0,Sleep_stage_R
370.0,01:26:27,30.0,Sleep_stage_R
371.0,01:26:57,30.0,Sleep_stage_R
372.0,01:27:27,30.0,Sleep_stage_R
372.0,01:27:35,1.0,PLM - Isolated - 1
373.0,01:27:57,30.0,Sleep_stage_R
374.0,01:28:27,30.0,Sleep_stage_R
375.0,01:28:57,30.0,Sleep_stage_R
376.0,01:29:27,30.0,Sleep_stage_R
377.0,01:29:57,30.0,Sleep_stage_R
377.0,01:30:18,1.0,PLM - Isolated - 1
378.0,01:30:27,30.0,Sleep_stage_R
379.0,01:30:57,30.0,Sleep_stage_R
380.0,01:31:27,30.0,Sleep_stage_R
381.0,01:31:57,30.0,Sleep_stage_R
382.0,01:32:27,30.0,Sleep_stage_R
383.0,01:32:57,30.0,Sleep_stage_R
384.0,01:33:27,30.0,Sleep_stage_R
385.0,01:33:57,30.0,Sleep_stage_R
386.0,01:34:27,30.0,Sleep_stage_R
387.0,01:34:57,30.0,Sleep_stage_R
387.0,01:35:08,1.0,PLM - Isolated - 1
388.0,01:35:27,30.0,Sleep_stage_R
389.0,01:35:57,30.0,Sleep_stage_R
390.0,01:36:27,30.0,Sleep_stage_R
391.0,01:36:57,30.0,Sleep_stage_R
392.0,01:37:27,30.0,Sleep_stage_R
393.0,01:37:57,30.0,Sleep_stage_R
394.0,01:38:27,30.0,Sleep_stage_R
394.0,01:38:50,19.895,RespEvent - RERA - 6
395.0,01:38:57,30.0,Sleep_stage_R
396.0,01:39:27,30.0,Sleep_stage_R
397.0,01:39:57,30.0,Sleep_stage_R
397.0,01:40:16,1.0,PLM - Isolated - 1
398.0,01:40:27,30.0,Sleep_stage_R
399.0,01:40:57,30.0,Sleep_stage_R
400.0,01:41:27,30.0,Sleep_stage_R
400.0,01:41:51,24.2,RespEvent - RERA - 6
401.0,01:41:57,30.0,Sleep_stage_R
402.0,01:42:27,30.0,Sleep_stage_R
403.0,01:42:57,30.0,Sleep_stage_R
403.0,01:43:03,20.2,RespEvent - RERA - 6
404.0,01:43:27,30.0,Sleep_stage_R
405.0,01:43:57,30.0,Sleep_stage_N1
405.0,01:44:24,1.0,PLM - Isolated - 1
406.0,01:44:27,30.0,Sleep_stage_N1
407.0,01:44:57,30.0,Sleep_stage_N1
408.0,01:45:27,30.0,Sleep_stage_N1
409.0,01:45:57,30.0,Sleep_stage_R
410.0,01:46:27,30.0,Sleep_stage_N1
411.0,01:46:57,30.0,Sleep_stage_N1
411.0,01:47:23,15.5,RespEvent - RERA - 6
412.0,01:47:27,30.0,Sleep_stage_N1
413.0,01:47:57,30.0,Sleep_stage_N1
413.0,01:48:08,1.0,PLM - Isolated - 1
414.0,01:48:27,30.0,Sleep_stage_N2
415.0,01:48:57,30.0,Sleep_stage_N2
416.0,01:49:27,30.0,Sleep_stage_N2
417.0,01:49:57,30.0,Sleep_stage_N1
418.0,01:50:27,30.0,Sleep_stage_N2
418.0,01:50:39,1.7,PLM - Periodic - 1
419.0,01:50:57,30.0,Sleep_stage_N2
419.0,01:51:02,0.7,PLM - Periodic - 1
420.0,01:51:27,30.0,Sleep_stage_N2
420.0,01:51:33,1.7,PLM - Periodic - 1
421.0,01:51:57,30.0,Sleep_stage_N2
421.0,01:52:17,1.0,PLM - Periodic - 1
422.0,01:52:27,30.0,Sleep_stage_W
423.0,01:52:57,30.0,Sleep_stage_N1
423.0,01:52:57,0.005,Position - Supine - 1
424.0,01:53:27,30.0,Sleep_stage_N1
424.0,01:53:27,2.2,PLM - Periodic - 1
424.0,01:53:51,0.5,PLM - Periodic - 1
425.0,01:53:57,30.0,Sleep_stage_N1
426.0,01:54:27,30.0,Sleep_stage_N1
426.0,01:54:44,20.395,RespEvent - Hypopnea - 4
427.0,01:54:57,30.0,Sleep_stage_N2
428.0,01:55:27,30.0,Sleep_stage_N2
428.0,01:55:30,26.4,RespEvent - Hypopnea - 4
429.0,01:55:57,30.0,Sleep_stage_N2
429.0,01:56:15,18.5,RespEvent - ObstructiveApnea - 1
430.0,01:56:27,30.0,Sleep_stage_N2
430.0,01:56:42,22.7,RespEvent - ObstructiveApnea - 1
431.0,01:56:57,30.0,Sleep_stage_N2
432.0,01:57:27,30.0,Sleep_stage_N2
432.0,01:57:39,17.2,RespEvent - Hypopnea - 4
433.0,01:57:57,30.0,Sleep_stage_N2
433.0,01:58:06,25.2,RespEvent - ObstructiveApnea - 1
434.0,01:58:27,30.0,Sleep_stage_N2
435.0,01:58:57,30.0,Sleep_stage_N2
435.0,01:58:59,25.0,RespEvent - ObstructiveApnea - 1
436.0,01:59:27,30.0,Sleep_stage_N2
436.0,01:59:34,33.5,RespEvent - Hypopnea - 4
437.0,01:59:57,30.0,Sleep_stage_N2
438.0,02:00:27,30.0,Sleep_stage_N2
438.0,02:00:28,34.0,RespEvent - Hypopnea - 4
439.0,02:00:57,30.0,Sleep_stage_W
440.0,02:01:27,30.0,Sleep_stage_N1
440.0,02:01:32,26.5,RespEvent - RERA - 6
441.0,02:01:57,30.0,Sleep_stage_N1
441.0,02:02:17,19.2,RespEvent - RERA - 6
442.0,02:02:27,30.0,Sleep_stage_N1
443.0,02:02:57,30.0,Sleep_stage_N1
443.0,02:03:08,24.7,RespEvent - Hypopnea - 4
444.0,02:03:27,30.0,Sleep_stage_N1
444.0,02:03:53,22.7,RespEvent - ObstructiveApnea - 1
445.0,02:03:57,30.0,Sleep_stage_N1
446.0,02:04:27,30.0,Sleep_stage_R
446.0,02:04:49,17.5,RespEvent - RERA - 6
447.0,02:04:57,30.0,Sleep_stage_R
448.0,02:05:27,30.0,Sleep_stage_R
448.0,02:05:28,13.4,RespEvent - ObstructiveApnea - 1
449.0,02:05:57,30.0,Sleep_stage_R
449.0,02:05:57,27.4,RespEvent - ObstructiveApnea - 1
450.0,02:06:27,30.0,Sleep_stage_N1
450.0,02:06:51,16.895,RespEvent - ObstructiveApnea - 1
451.0,02:06:57,30.0,Sleep_stage_R
451.0,02:07:19,21.7,RespEvent - RERA - 6
452.0,02:07:27,30.0,Sleep_stage_R
453.0,02:07:57,30.0,Sleep_stage_N1
453.0,02:08:05,16.0,RespEvent - ObstructiveApnea - 1
454.0,02:08:27,30.0,Sleep_stage_R
454.0,02:08:30,32.4,RespEvent - Hypopnea - 4
455.0,02:08:57,30.0,Sleep_stage_N1
455.0,02:09:19,27.2,RespEvent - Hypopnea - 4
456.0,02:09:27,30.0,Sleep_stage_N1
457.0,02:09:57,30.0,Sleep_stage_N2
457.0,02:10:14,18.395,RespEvent - ObstructiveApnea - 1
458.0,02:10:27,30.0,Sleep_stage_N2
458.0,02:10:41,23.9,RespEvent - Hypopnea - 4
459.0,02:10:57,30.0,Sleep_stage_N1
460.0,02:11:27,30.0,Sleep_stage_N1
460.0,02:11:36,20.7,RespEvent - ObstructiveApnea - 1
461.0,02:11:57,30.0,Sleep_stage_W
462.0,02:12:27,30.0,Sleep_stage_N1
462.0,02:12:47,1.0,PLM - Isolated - 1
463.0,02:12:57,30.0,Sleep_stage_N1
463.0,02:13:18,17.5,RespEvent - RERA - 6
464.0,02:13:27,30.0,Sleep_stage_N1
464.0,02:13:50,16.7,RespEvent - RERA - 6
465.0,02:13:57,30.0,Sleep_stage_N1
465.0,02:14:26,21.5,RespEvent - ObstructiveApnea - 1
466.0,02:14:27,30.0,Sleep_stage_N1
467.0,02:14:57,30.0,Sleep_stage_W
467.0,02:15:08,0.005,Position - Left - 1
468.0,02:15:27,30.0,Sleep_stage_W
468.0,02:15:31,1.0,PLM - Isolated - 1
469.0,02:15:57,30.0,Sleep_stage_W
470.0,02:16:27,30.0,Sleep_stage_N1
471.0,02:16:57,30.0,Sleep_stage_N2
471.0,02:16:58,19.2,RespEvent - RERA - 6
472.0,02:17:27,30.0,Sleep_stage_N2
472.0,02:17:29,17.2,RespEvent - RERA - 6
473.0,02:17:57,30.0,Sleep_stage_N2
474.0,02:18:27,30.0,Sleep_stage_N2
475.0,02:18:57,30.0,Sleep_stage_N2
476.0,02:19:27,30.0,Sleep_stage_N2
476.0,02:19:47,1.0,PLM - Isolated - 1
477.0,02:19:57,30.0,Sleep_stage_N2
477.0,02:20:06,0.5,PLM - Isolated - 1
478.0,02:20:27,30.0,Sleep_stage_N2
479.0,02:20:57,30.0,Sleep_stage_N2
480.0,02:21:27,30.0,Sleep_stage_N2
480.0,02:21:30,1.0,PLM - Periodic - 1
481.0,02:21:57,30.0,Sleep_stage_N2
482.0,02:22:27,30.0,Sleep_stage_N2
483.0,02:22:57,30.0,Sleep_stage_N2
484.0,02:23:27,30.0,Sleep_stage_N2
485.0,02:23:57,30.0,Sleep_stage_N2
486.0,02:24:27,30.0,Sleep_stage_N2
487.0,02:24:57,30.0,Sleep_stage_N2
488.0,02:25:27,30.0,Sleep_stage_N2
489.0,02:25:57,30.0,Sleep_stage_N2
490.0,02:26:27,30.0,Sleep_stage_N2
491.0,02:26:57,30.0,Sleep_stage_N2
492.0,02:27:27,30.0,Sleep_stage_N2
493.0,02:27:57,30.0,Sleep_stage_N2
494.0,02:28:27,30.0,Sleep_stage_N2
495.0,02:28:57,30.0,Sleep_stage_N2
496.0,02:29:27,30.0,Sleep_stage_N2
497.0,02:29:57,30.0,Sleep_stage_N2
498.0,02:30:27,30.0,Sleep_stage_N2
499.0,02:30:57,30.0,Sleep_stage_N2
500.0,02:31:27,30.0,Sleep_stage_N2
501.0,02:31:57,30.0,Sleep_stage_N2
502.0,02:32:27,30.0,Sleep_stage_N2
503.0,02:32:57,30.0,Sleep_stage_N2
504.0,02:33:27,30.0,Sleep_stage_N2
505.0,02:33:57,30.0,Sleep_stage_N2
506.0,02:34:27,30.0,Sleep_stage_N2
507.0,02:34:57,30.0,Sleep_stage_N2
508.0,02:35:27,30.0,Sleep_stage_N2
509.0,02:35:57,30.0,Sleep_stage_N2
510.0,02:36:27,30.0,Sleep_stage_N2
510.0,02:36:27,1.0,PLM - Isolated - 1
511.0,02:36:57,30.0,Sleep_stage_N2
512.0,02:37:27,30.0,Sleep_stage_N2
513.0,02:37:57,30.0,Sleep_stage_N2
514.0,02:38:27,30.0,Sleep_stage_N2
515.0,02:38:57,30.0,Sleep_stage_N2
516.0,02:39:27,30.0,Sleep_stage_N2
517.0,02:39:57,30.0,Sleep_stage_N2
518.0,02:40:27,30.0,Sleep_stage_N2
519.0,02:40:57,30.0,Sleep_stage_N2
520.0,02:41:27,30.0,Sleep_stage_N2
521.0,02:41:57,30.0,Sleep_stage_N2
522.0,02:42:27,30.0,Sleep_stage_N2
523.0,02:42:57,30.0,Sleep_stage_N2
524.0,02:43:27,30.0,Sleep_stage_N2
525.0,02:43:57,30.0,Sleep_stage_N2
526.0,02:44:27,30.0,Sleep_stage_N2
527.0,02:44:57,30.0,Sleep_stage_N2
528.0,02:45:27,30.0,Sleep_stage_N2
529.0,02:45:57,30.0,Sleep_stage_N2
530.0,02:46:27,30.0,Sleep_stage_N2
531.0,02:46:57,30.0,Sleep_stage_N2
532.0,02:47:27,30.0,Sleep_stage_N2
533.0,02:47:57,30.0,Sleep_stage_N2
534.0,02:48:27,30.0,Sleep_stage_N2
535.0,02:48:57,30.0,Sleep_stage_N2
535.0,02:49:10,1.0,PLM - Isolated - 1
536.0,02:49:27,30.0,Sleep_stage_N2
537.0,02:49:57,30.0,Sleep_stage_N2
537.0,02:50:26,1.0,PLM - Periodic - 1
538.0,02:50:27,30.0,Sleep_stage_N2
539.0,02:50:57,30.0,Sleep_stage_W
539.0,02:51:09,2.4,PLM - Periodic - 1
540.0,02:51:27,30.0,Sleep_stage_W
540.0,02:51:27,2.4,PLM - Periodic - 1
540.0,02:51:45,4.5,PLM - Periodic - 1
541.0,02:51:57,30.0,Sleep_stage_N1
541.0,02:52:06,1.0,PLM - Periodic - 1
541.0,02:52:15,1.0,PLM - Periodic - 1
542.0,02:52:27,30.0,Sleep_stage_N1
542.0,02:52:33,1.8,PLM - Periodic - 1
543.0,02:52:57,30.0,Sleep_stage_N1
543.0,02:53:16,0.6,PLM - Periodic - 1
543.0,02:53:21,14.3,RespEvent - RERA - 6
544.0,02:53:27,30.0,Sleep_stage_N1
545.0,02:53:57,30.0,Sleep_stage_N1
545.0,02:53:58,2.6,PLM - Periodic - 1
545.0,02:54:26,0.1,PLM - Periodic - 1
546.0,02:54:27,30.0,Sleep_stage_N1
546.0,02:54:33,1.1,PLM - Periodic - 1
546.0,02:54:51,0.1,PLM - Periodic - 1
546.0,02:54:54,14.8,RespEvent - RERA - 6
547.0,02:54:57,30.0,Sleep_stage_N1
548.0,02:55:27,30.0,Sleep_stage_N1
548.0,02:55:27,16.1,RespEvent - RERA - 6
549.0,02:55:57,30.0,Sleep_stage_N1
549.0,02:56:04,12.9,RespEvent - RERA - 6
550.0,02:56:27,30.0,Sleep_stage_N2
551.0,02:56:57,30.0,Sleep_stage_N2
551.0,02:57:24,14.4,RespEvent - RERA - 6
552.0,02:57:27,30.0,Sleep_stage_N2
553.0,02:57:57,30.0,Sleep_stage_N2
554.0,02:58:27,30.0,Sleep_stage_N2
554.0,02:58:51,1.0,PLM - Isolated - 1
555.0,02:58:57,30.0,Sleep_stage_N2
555.0,02:59:08,15.0,RespEvent - RERA - 6
556.0,02:59:27,30.0,Sleep_stage_N2
556.0,02:59:49,26.9,RespEvent - RERA - 6
557.0,02:59:57,30.0,Sleep_stage_N2
558.0,03:00:27,30.0,Sleep_stage_N2
558.0,03:00:42,2.8,PLM - Isolated - 1
559.0,03:00:57,30.0,Sleep_stage_N2
560.0,03:01:27,30.0,Sleep_stage_N2
561.0,03:01:57,30.0,Sleep_stage_N2
561.0,03:02:23,16.6,RespEvent - RERA - 6
562.0,03:02:27,30.0,Sleep_stage_N2
563.0,03:02:57,30.0,Sleep_stage_N2
563.0,03:03:26,21.4,RespEvent - RERA - 6
564.0,03:03:27,30.0,Sleep_stage_N2
565.0,03:03:57,30.0,Sleep_stage_N2
566.0,03:04:27,30.0,Sleep_stage_N2
567.0,03:04:57,30.0,Sleep_stage_N2
568.0,03:05:27,30.0,Sleep_stage_N2
569.0,03:05:57,30.0,Sleep_stage_N2
569.0,03:06:21,0.6,PLM - Periodic - 1
570.0,03:06:27,30.0,Sleep_stage_N2
571.0,03:06:57,30.0,Sleep_stage_N2
572.0,03:07:27,30.0,Sleep_stage_N2
572.0,03:07:55,0.6,PLM - Periodic - 1
573.0,03:07:57,30.0,Sleep_stage_N2
574.0,03:08:27,30.0,Sleep_stage_N2
574.0,03:08:40,0.1,PLM - Periodic - 1
575.0,03:08:57,30.0,Sleep_stage_N2
575.0,03:09:21,0.6,PLM - Periodic - 1
576.0,03:09:27,30.0,Sleep_stage_N2
577.0,03:09:57,30.0,Sleep_stage_N2
577.0,03:10:12,0.1,PLM - Periodic - 1
578.0,03:10:27,30.0,Sleep_stage_N2
579.0,03:10:57,30.0,Sleep_stage_N2
580.0,03:11:27,30.0,Sleep_stage_N2
580.0,03:11:31,1.0,PLM - Periodic - 1
581.0,03:11:57,30.0,Sleep_stage_N2
582.0,03:12:27,30.0,Sleep_stage_N2
582.0,03:12:44,1.0,PLM - Periodic - 1
583.0,03:12:57,30.0,Sleep_stage_N2
583.0,03:13:04,1.3,PLM - Periodic - 1
584.0,03:13:27,30.0,Sleep_stage_N2
585.0,03:13:57,30.0,Sleep_stage_N2
585.0,03:14:16,0.4,PLM - Periodic - 1
586.0,03:14:27,30.0,Sleep_stage_N2
587.0,03:14:57,30.0,Sleep_stage_N2
588.0,03:15:27,30.0,Sleep_stage_N2
588.0,03:15:28,1.0,PLM - Periodic - 1
588.0,03:15:53,1.1,PLM - Periodic - 1
589.0,03:15:57,30.0,Sleep_stage_N2
589.0,03:16:16,0.4,PLM - Periodic - 1
590.0,03:16:27,30.0,Sleep_stage_N2
591.0,03:16:57,30.0,Sleep_stage_N2
592.0,03:17:27,30.0,Sleep_stage_N2
593.0,03:17:57,30.0,Sleep_stage_N2
594.0,03:18:27,30.0,Sleep_stage_N2
594.0,03:18:51,1.0,PLM - Periodic - 1
595.0,03:18:57,30.0,Sleep_stage_N2
596.0,03:19:27,30.0,Sleep_stage_N2
596.0,03:19:42,0.9,PLM - Periodic - 1
597.0,03:19:57,30.0,Sleep_stage_N2
598.0,03:20:27,30.0,Sleep_stage_N2
599.0,03:20:57,30.0,Sleep_stage_N2
600.0,03:21:27,30.0,Sleep_stage_N2
601.0,03:21:57,30.0,Sleep_stage_N1
602.0,03:22:27,30.0,Sleep_stage_W
602.0,03:22:41,0.005,Position - Supine - 1
603.0,03:22:57,30.0,Sleep_stage_N1
603.0,03:23:01,1.5,PLM - Periodic - 1
604.0,03:23:27,30.0,Sleep_stage_N2
605.0,03:23:57,30.0,Sleep_stage_N2
606.0,03:24:27,30.0,Sleep_stage_N2
607.0,03:24:57,30.0,Sleep_stage_N2
608.0,03:25:27,30.0,Sleep_stage_N2
609.0,03:25:57,30.0,Sleep_stage_N2
609.0,03:26:13,16.6,RespEvent - RERA - 6
610.0,03:26:27,30.0,Sleep_stage_N2
611.0,03:26:57,30.0,Sleep_stage_N2
611.0,03:27:24,17.395,RespEvent - RERA - 6
612.0,03:27:27,30.0,Sleep_stage_N2
613.0,03:27:57,30.0,Sleep_stage_N2
613.0,03:28:12,14.3,RespEvent - RERA - 6
614.0,03:28:27,30.0,Sleep_stage_N2
615.0,03:28:57,30.0,Sleep_stage_N2
616.0,03:29:27,30.0,Sleep_stage_N2
616.0,03:29:44,0.3,PLM - Periodic - 1
617.0,03:29:57,30.0,Sleep_stage_N2
618.0,03:30:27,30.0,Sleep_stage_N2
618.0,03:30:27,0.8,PLM - Periodic - 1
619.0,03:30:57,30.0,Sleep_stage_N2
619.0,03:30:59,0.9,PLM - Periodic - 1
620.0,03:31:27,30.0,Sleep_stage_N2
620.0,03:31:27,0.9,PLM - Periodic - 1
621.0,03:31:57,30.0,Sleep_stage_N2
622.0,03:32:27,30.0,Sleep_stage_N2
622.0,03:32:49,0.9,PLM - Periodic - 1
623.0,03:32:57,30.0,Sleep_stage_N2
624.0,03:33:27,30.0,Sleep_stage_N2
625.0,03:33:57,30.0,Sleep_stage_N2
626.0,03:34:27,30.0,Sleep_stage_N2
627.0,03:34:57,30.0,Sleep_stage_N2
628.0,03:35:27,30.0,Sleep_stage_N2
628.0,03:35:30,13.4,RespEvent - RERA - 6
629.0,03:35:57,30.0,Sleep_stage_N2
629.0,03:36:03,0.3,PLM - Periodic - 1
629.0,03:36:16,19.5,RespEvent - RERA - 6
630.0,03:36:27,30.0,Sleep_stage_N2
631.0,03:36:57,30.0,Sleep_stage_N2
631.0,03:37:08,20.0,RespEvent - RERA - 6
632.0,03:37:27,30.0,Sleep_stage_N2
632.0,03:37:48,0.005,Position - Left - 1
633.0,03:37:57,30.0,Sleep_stage_N2
633.0,03:38:12,1.3,PLM - Periodic - 1
634.0,03:38:27,30.0,Sleep_stage_N1
634.0,03:38:31,2.295,PLM - Periodic - 1
635.0,03:38:57,30.0,Sleep_stage_N2
635.0,03:39:14,2.0,PLM - Periodic - 1
636.0,03:39:27,30.0,Sleep_stage_N2
636.0,03:39:38,23.3,RespEvent - RERA - 6
637.0,03:39:57,30.0,Sleep_stage_N2
638.0,03:40:27,30.0,Sleep_stage_N2
638.0,03:40:36,24.0,RespEvent - RERA - 6
639.0,03:40:57,30.0,Sleep_stage_N2
640.0,03:41:27,30.0,Sleep_stage_N2
640.0,03:41:42,24.4,RespEvent - RERA - 6
641.0,03:41:57,30.0,Sleep_stage_N2
642.0,03:42:27,30.0,Sleep_stage_N2
643.0,03:42:57,30.0,Sleep_stage_N2
644.0,03:43:27,30.0,Sleep_stage_N2
645.0,03:43:57,30.0,Sleep_stage_N2
645.0,03:44:02,18.6,RespEvent - RERA - 6
646.0,03:44:27,30.0,Sleep_stage_N2
646.0,03:44:42,20.0,RespEvent - RERA - 6
